,date,year,quarter,month,month_name_fi,week,iso_week,day,year_month,weekday,weekday_name,karkausvuosi,no_days_month,fixed_nat_holidays_fin,midsummer_eve,midsummer,sundays_in_month,sat_in_month,weekend_days_in_month,a,b,c,d,e,f,g,easter_day,good_friday,second_e_day,ascension_day,arkipyha,arkipaiva,bankholidays_in_month,workdays_month,first_day_month,last_day_month
0,2014-01-01,2014,1,1,Tammikuu,1,1,1,2014-1,4,Wednesday,False,31,1,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,1,0,2,21,T,F
1,2014-01-02,2014,1,1,Tammikuu,1,1,2,2014-1,5,Thursday,False,31,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,2,21,F,F
2,2014-01-03,2014,1,1,Tammikuu,1,1,3,2014-1,6,Friday,False,31,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,2,21,F,F
3,2014-01-04,2014,1,1,Tammikuu,1,1,4,2014-1,7,Saturday,False,31,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,0,2,21,F,F
4,2014-01-05,2014,1,1,Tammikuu,1,1,5,2014-1,1,Sunday,False,31,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,0,2,21,F,F
5,2014-01-06,2014,1,1,Tammikuu,2,2,6,2014-1,2,Monday,False,31,1,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,1,0,2,21,F,F
6,2014-01-07,2014,1,1,Tammikuu,2,2,7,2014-1,3,Tuesday,False,31,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,2,21,F,F
7,2014-01-08,2014,1,1,Tammikuu,2,2,8,2014-1,4,Wednesday,False,31,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,2,21,F,F
8,2014-01-09,2014,1,1,Tammikuu,2,2,9,2014-1,5,Thursday,False,31,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,2,21,F,F
9,2014-01-10,2014,1,1,Tammikuu,2,2,10,2014-1,6,Friday,False,31,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,2,21,F,F
10,2014-01-11,2014,1,1,Tammikuu,2,2,11,2014-1,7,Saturday,False,31,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,0,2,21,F,F
11,2014-01-12,2014,1,1,Tammikuu,2,2,12,2014-1,1,Sunday,False,31,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,0,2,21,F,F
12,2014-01-13,2014,1,1,Tammikuu,3,3,13,2014-1,2,Monday,False,31,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,2,21,F,F
13,2014-01-14,2014,1,1,Tammikuu,3,3,14,2014-1,3,Tuesday,False,31,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,2,21,F,F
14,2014-01-15,2014,1,1,Tammikuu,3,3,15,2014-1,4,Wednesday,False,31,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,2,21,F,F
15,2014-01-16,2014,1,1,Tammikuu,3,3,16,2014-1,5,Thursday,False,31,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,2,21,F,F
16,2014-01-17,2014,1,1,Tammikuu,3,3,17,2014-1,6,Friday,False,31,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,2,21,F,F
17,2014-01-18,2014,1,1,Tammikuu,3,3,18,2014-1,7,Saturday,False,31,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,0,2,21,F,F
18,2014-01-19,2014,1,1,Tammikuu,3,3,19,2014-1,1,Sunday,False,31,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,0,2,21,F,F
19,2014-01-20,2014,1,1,Tammikuu,4,4,20,2014-1,2,Monday,False,31,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,2,21,F,F
20,2014-01-21,2014,1,1,Tammikuu,4,4,21,2014-1,3,Tuesday,False,31,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,2,21,F,F
21,2014-01-22,2014,1,1,Tammikuu,4,4,22,2014-1,4,Wednesday,False,31,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,2,21,F,F
22,2014-01-23,2014,1,1,Tammikuu,4,4,23,2014-1,5,Thursday,False,31,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,2,21,F,F
23,2014-01-24,2014,1,1,Tammikuu,4,4,24,2014-1,6,Friday,False,31,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,2,21,F,F
24,2014-01-25,2014,1,1,Tammikuu,4,4,25,2014-1,7,Saturday,False,31,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,0,2,21,F,F
25,2014-01-26,2014,1,1,Tammikuu,4,4,26,2014-1,1,Sunday,False,31,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,0,2,21,F,F
26,2014-01-27,2014,1,1,Tammikuu,5,5,27,2014-1,2,Monday,False,31,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,2,21,F,F
27,2014-01-28,2014,1,1,Tammikuu,5,5,28,2014-1,3,Tuesday,False,31,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,2,21,F,F
28,2014-01-29,2014,1,1,Tammikuu,5,5,29,2014-1,4,Wednesday,False,31,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,2,21,F,F
29,2014-01-30,2014,1,1,Tammikuu,5,5,30,2014-1,5,Thursday,False,31,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,2,21,F,F
30,2014-01-31,2014,1,1,Tammikuu,5,5,31,2014-1,6,Friday,False,31,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,2,21,F,T
31,2014-02-01,2014,1,2,Helmikuu,5,5,1,2014-2,7,Saturday,False,28,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,0,0,20,T,F
32,2014-02-02,2014,1,2,Helmikuu,5,5,2,2014-2,1,Sunday,False,28,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,0,0,20,F,F
33,2014-02-03,2014,1,2,Helmikuu,6,6,3,2014-2,2,Monday,False,28,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,0,20,F,F
34,2014-02-04,2014,1,2,Helmikuu,6,6,4,2014-2,3,Tuesday,False,28,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,0,20,F,F
35,2014-02-05,2014,1,2,Helmikuu,6,6,5,2014-2,4,Wednesday,False,28,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,0,20,F,F
36,2014-02-06,2014,1,2,Helmikuu,6,6,6,2014-2,5,Thursday,False,28,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,0,20,F,F
37,2014-02-07,2014,1,2,Helmikuu,6,6,7,2014-2,6,Friday,False,28,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,0,20,F,F
38,2014-02-08,2014,1,2,Helmikuu,6,6,8,2014-2,7,Saturday,False,28,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,0,0,20,F,F
39,2014-02-09,2014,1,2,Helmikuu,6,6,9,2014-2,1,Sunday,False,28,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,0,0,20,F,F
40,2014-02-10,2014,1,2,Helmikuu,7,7,10,2014-2,2,Monday,False,28,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,0,20,F,F
41,2014-02-11,2014,1,2,Helmikuu,7,7,11,2014-2,3,Tuesday,False,28,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,0,20,F,F
42,2014-02-12,2014,1,2,Helmikuu,7,7,12,2014-2,4,Wednesday,False,28,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,0,20,F,F
43,2014-02-13,2014,1,2,Helmikuu,7,7,13,2014-2,5,Thursday,False,28,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,0,20,F,F
44,2014-02-14,2014,1,2,Helmikuu,7,7,14,2014-2,6,Friday,False,28,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,0,20,F,F
45,2014-02-15,2014,1,2,Helmikuu,7,7,15,2014-2,7,Saturday,False,28,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,0,0,20,F,F
46,2014-02-16,2014,1,2,Helmikuu,7,7,16,2014-2,1,Sunday,False,28,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,0,0,20,F,F
47,2014-02-17,2014,1,2,Helmikuu,8,8,17,2014-2,2,Monday,False,28,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,0,20,F,F
48,2014-02-18,2014,1,2,Helmikuu,8,8,18,2014-2,3,Tuesday,False,28,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,0,20,F,F
49,2014-02-19,2014,1,2,Helmikuu,8,8,19,2014-2,4,Wednesday,False,28,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,0,20,F,F
50,2014-02-20,2014,1,2,Helmikuu,8,8,20,2014-2,5,Thursday,False,28,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,0,20,F,F
51,2014-02-21,2014,1,2,Helmikuu,8,8,21,2014-2,6,Friday,False,28,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,0,20,F,F
52,2014-02-22,2014,1,2,Helmikuu,8,8,22,2014-2,7,Saturday,False,28,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,0,0,20,F,F
53,2014-02-23,2014,1,2,Helmikuu,8,8,23,2014-2,1,Sunday,False,28,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,0,0,20,F,F
54,2014-02-24,2014,1,2,Helmikuu,9,9,24,2014-2,2,Monday,False,28,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,0,20,F,F
55,2014-02-25,2014,1,2,Helmikuu,9,9,25,2014-2,3,Tuesday,False,28,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,0,20,F,F
56,2014-02-26,2014,1,2,Helmikuu,9,9,26,2014-2,4,Wednesday,False,28,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,0,20,F,F
57,2014-02-27,2014,1,2,Helmikuu,9,9,27,2014-2,5,Thursday,False,28,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,0,20,F,F
58,2014-02-28,2014,1,2,Helmikuu,9,9,28,2014-2,6,Friday,False,28,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,0,20,F,T
59,2014-03-01,2014,1,3,Maaliskuu,9,9,1,2014-3,7,Saturday,False,31,0,0,0,5,5,10,0,2,5,24,5,24,5,0,0,0,0,0,0,0,21,T,F
60,2014-03-02,2014,1,3,Maaliskuu,9,9,2,2014-3,1,Sunday,False,31,0,0,0,5,5,10,0,2,5,24,5,24,5,0,0,0,0,0,0,0,21,F,F
61,2014-03-03,2014,1,3,Maaliskuu,10,10,3,2014-3,2,Monday,False,31,0,0,0,5,5,10,0,2,5,24,5,24,5,0,0,0,0,0,1,0,21,F,F
62,2014-03-04,2014,1,3,Maaliskuu,10,10,4,2014-3,3,Tuesday,False,31,0,0,0,5,5,10,0,2,5,24,5,24,5,0,0,0,0,0,1,0,21,F,F
63,2014-03-05,2014,1,3,Maaliskuu,10,10,5,2014-3,4,Wednesday,False,31,0,0,0,5,5,10,0,2,5,24,5,24,5,0,0,0,0,0,1,0,21,F,F
64,2014-03-06,2014,1,3,Maaliskuu,10,10,6,2014-3,5,Thursday,False,31,0,0,0,5,5,10,0,2,5,24,5,24,5,0,0,0,0,0,1,0,21,F,F
65,2014-03-07,2014,1,3,Maaliskuu,10,10,7,2014-3,6,Friday,False,31,0,0,0,5,5,10,0,2,5,24,5,24,5,0,0,0,0,0,1,0,21,F,F
66,2014-03-08,2014,1,3,Maaliskuu,10,10,8,2014-3,7,Saturday,False,31,0,0,0,5,5,10,0,2,5,24,5,24,5,0,0,0,0,0,0,0,21,F,F
67,2014-03-09,2014,1,3,Maaliskuu,10,10,9,2014-3,1,Sunday,False,31,0,0,0,5,5,10,0,2,5,24,5,24,5,0,0,0,0,0,0,0,21,F,F
68,2014-03-10,2014,1,3,Maaliskuu,11,11,10,2014-3,2,Monday,False,31,0,0,0,5,5,10,0,2,5,24,5,24,5,0,0,0,0,0,1,0,21,F,F
69,2014-03-11,2014,1,3,Maaliskuu,11,11,11,2014-3,3,Tuesday,False,31,0,0,0,5,5,10,0,2,5,24,5,24,5,0,0,0,0,0,1,0,21,F,F
70,2014-03-12,2014,1,3,Maaliskuu,11,11,12,2014-3,4,Wednesday,False,31,0,0,0,5,5,10,0,2,5,24,5,24,5,0,0,0,0,0,1,0,21,F,F
71,2014-03-13,2014,1,3,Maaliskuu,11,11,13,2014-3,5,Thursday,False,31,0,0,0,5,5,10,0,2,5,24,5,24,5,0,0,0,0,0,1,0,21,F,F
72,2014-03-14,2014,1,3,Maaliskuu,11,11,14,2014-3,6,Friday,False,31,0,0,0,5,5,10,0,2,5,24,5,24,5,0,0,0,0,0,1,0,21,F,F
73,2014-03-15,2014,1,3,Maaliskuu,11,11,15,2014-3,7,Saturday,False,31,0,0,0,5,5,10,0,2,5,24,5,24,5,0,0,0,0,0,0,0,21,F,F
74,2014-03-16,2014,1,3,Maaliskuu,11,11,16,2014-3,1,Sunday,False,31,0,0,0,5,5,10,0,2,5,24,5,24,5,0,0,0,0,0,0,0,21,F,F
75,2014-03-17,2014,1,3,Maaliskuu,12,12,17,2014-3,2,Monday,False,31,0,0,0,5,5,10,0,2,5,24,5,24,5,0,0,0,0,0,1,0,21,F,F
76,2014-03-18,2014,1,3,Maaliskuu,12,12,18,2014-3,3,Tuesday,False,31,0,0,0,5,5,10,0,2,5,24,5,24,5,0,0,0,0,0,1,0,21,F,F
77,2014-03-19,2014,1,3,Maaliskuu,12,12,19,2014-3,4,Wednesday,False,31,0,0,0,5,5,10,0,2,5,24,5,24,5,0,0,0,0,0,1,0,21,F,F
78,2014-03-20,2014,1,3,Maaliskuu,12,12,20,2014-3,5,Thursday,False,31,0,0,0,5,5,10,0,2,5,24,5,24,5,0,0,0,0,0,1,0,21,F,F
79,2014-03-21,2014,1,3,Maaliskuu,12,12,21,2014-3,6,Friday,False,31,0,0,0,5,5,10,0,2,5,24,5,24,5,0,0,0,0,0,1,0,21,F,F
80,2014-03-22,2014,1,3,Maaliskuu,12,12,22,2014-3,7,Saturday,False,31,0,0,0,5,5,10,0,2,5,24,5,24,5,0,0,0,0,0,0,0,21,F,F
81,2014-03-23,2014,1,3,Maaliskuu,12,12,23,2014-3,1,Sunday,False,31,0,0,0,5,5,10,0,2,5,24,5,24,5,0,0,0,0,0,0,0,21,F,F
82,2014-03-24,2014,1,3,Maaliskuu,13,13,24,2014-3,2,Monday,False,31,0,0,0,5,5,10,0,2,5,24,5,24,5,0,0,0,0,0,1,0,21,F,F
83,2014-03-25,2014,1,3,Maaliskuu,13,13,25,2014-3,3,Tuesday,False,31,0,0,0,5,5,10,0,2,5,24,5,24,5,0,0,0,0,0,1,0,21,F,F
84,2014-03-26,2014,1,3,Maaliskuu,13,13,26,2014-3,4,Wednesday,False,31,0,0,0,5,5,10,0,2,5,24,5,24,5,0,0,0,0,0,1,0,21,F,F
85,2014-03-27,2014,1,3,Maaliskuu,13,13,27,2014-3,5,Thursday,False,31,0,0,0,5,5,10,0,2,5,24,5,24,5,0,0,0,0,0,1,0,21,F,F
86,2014-03-28,2014,1,3,Maaliskuu,13,13,28,2014-3,6,Friday,False,31,0,0,0,5,5,10,0,2,5,24,5,24,5,0,0,0,0,0,1,0,21,F,F
87,2014-03-29,2014,1,3,Maaliskuu,13,13,29,2014-3,7,Saturday,False,31,0,0,0,5,5,10,0,2,5,24,5,24,5,0,0,0,0,0,0,0,21,F,F
88,2014-03-30,2014,1,3,Maaliskuu,13,13,30,2014-3,1,Sunday,False,31,0,0,0,5,5,10,0,2,5,24,5,24,5,0,0,0,0,0,0,0,21,F,F
89,2014-03-31,2014,1,3,Maaliskuu,14,14,31,2014-3,2,Monday,False,31,0,0,0,5,5,10,0,2,5,24,5,24,5,0,0,0,0,0,1,0,21,F,T
90,2014-04-01,2014,2,4,Huhtikuu,14,14,1,2014-4,3,Tuesday,False,30,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,3,20,T,F
91,2014-04-02,2014,2,4,Huhtikuu,14,14,2,2014-4,4,Wednesday,False,30,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,3,20,F,F
92,2014-04-03,2014,2,4,Huhtikuu,14,14,3,2014-4,5,Thursday,False,30,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,3,20,F,F
93,2014-04-04,2014,2,4,Huhtikuu,14,14,4,2014-4,6,Friday,False,30,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,3,20,F,F
94,2014-04-05,2014,2,4,Huhtikuu,14,14,5,2014-4,7,Saturday,False,30,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,0,3,20,F,F
95,2014-04-06,2014,2,4,Huhtikuu,14,14,6,2014-4,1,Sunday,False,30,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,0,3,20,F,F
96,2014-04-07,2014,2,4,Huhtikuu,15,15,7,2014-4,2,Monday,False,30,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,3,20,F,F
97,2014-04-08,2014,2,4,Huhtikuu,15,15,8,2014-4,3,Tuesday,False,30,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,3,20,F,F
98,2014-04-09,2014,2,4,Huhtikuu,15,15,9,2014-4,4,Wednesday,False,30,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,3,20,F,F
99,2014-04-10,2014,2,4,Huhtikuu,15,15,10,2014-4,5,Thursday,False,30,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,3,20,F,F
100,2014-04-11,2014,2,4,Huhtikuu,15,15,11,2014-4,6,Friday,False,30,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,3,20,F,F
101,2014-04-12,2014,2,4,Huhtikuu,15,15,12,2014-4,7,Saturday,False,30,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,0,3,20,F,F
102,2014-04-13,2014,2,4,Huhtikuu,15,15,13,2014-4,1,Sunday,False,30,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,0,3,20,F,F
103,2014-04-14,2014,2,4,Huhtikuu,16,16,14,2014-4,2,Monday,False,30,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,3,20,F,F
104,2014-04-15,2014,2,4,Huhtikuu,16,16,15,2014-4,3,Tuesday,False,30,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,3,20,F,F
105,2014-04-16,2014,2,4,Huhtikuu,16,16,16,2014-4,4,Wednesday,False,30,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,3,20,F,F
106,2014-04-17,2014,2,4,Huhtikuu,16,16,17,2014-4,5,Thursday,False,30,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,3,20,F,F
107,2014-04-18,2014,2,4,Huhtikuu,16,16,18,2014-4,6,Friday,False,30,0,0,0,4,4,8,0,2,5,24,5,24,5,0,1,0,0,1,0,3,20,F,F
108,2014-04-19,2014,2,4,Huhtikuu,16,16,19,2014-4,7,Saturday,False,30,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,0,3,20,F,F
109,2014-04-20,2014,2,4,Huhtikuu,16,16,20,2014-4,1,Sunday,False,30,0,0,0,4,4,8,0,2,5,24,5,24,5,1,0,0,0,1,0,3,20,F,F
110,2014-04-21,2014,2,4,Huhtikuu,17,17,21,2014-4,2,Monday,False,30,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,1,0,1,0,3,20,F,F
111,2014-04-22,2014,2,4,Huhtikuu,17,17,22,2014-4,3,Tuesday,False,30,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,3,20,F,F
112,2014-04-23,2014,2,4,Huhtikuu,17,17,23,2014-4,4,Wednesday,False,30,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,3,20,F,F
113,2014-04-24,2014,2,4,Huhtikuu,17,17,24,2014-4,5,Thursday,False,30,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,3,20,F,F
114,2014-04-25,2014,2,4,Huhtikuu,17,17,25,2014-4,6,Friday,False,30,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,3,20,F,F
115,2014-04-26,2014,2,4,Huhtikuu,17,17,26,2014-4,7,Saturday,False,30,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,0,3,20,F,F
116,2014-04-27,2014,2,4,Huhtikuu,17,17,27,2014-4,1,Sunday,False,30,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,0,3,20,F,F
117,2014-04-28,2014,2,4,Huhtikuu,18,18,28,2014-4,2,Monday,False,30,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,3,20,F,F
118,2014-04-29,2014,2,4,Huhtikuu,18,18,29,2014-4,3,Tuesday,False,30,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,3,20,F,F
119,2014-04-30,2014,2,4,Huhtikuu,18,18,30,2014-4,4,Wednesday,False,30,0,0,0,4,4,8,0,2,5,24,5,24,5,0,0,0,0,0,1,3,20,F,T
120,2014-05-01,2014,2,5,Toukokuu,18,18,1,2014-5,5,Thursday,False,31,1,0,0,4,5,9,0,2,5,24,5,24,5,0,0,0,0,1,0,2,20,T,F
121,2014-05-02,2014,2,5,Toukokuu,18,18,2,2014-5,6,Friday,False,31,0,0,0,4,5,9,0,2,5,24,5,24,5,0,0,0,0,0,1,2,20,F,F
122,2014-05-03,2014,2,5,Toukokuu,18,18,3,2014-5,7,Saturday,False,31,0,0,0,4,5,9,0,2,5,24,5,24,5,0,0,0,0,0,0,2,20,F,F
123,2014-05-04,2014,2,5,Toukokuu,18,18,4,2014-5,1,Sunday,False,31,0,0,0,4,5,9,0,2,5,24,5,24,5,0,0,0,0,0,0,2,20,F,F
124,2014-05-05,2014,2,5,Toukokuu,19,19,5,2014-5,2,Monday,False,31,0,0,0,4,5,9,0,2,5,24,5,24,5,0,0,0,0,0,1,2,20,F,F
125,2014-05-06,2014,2,5,Toukokuu,19,19,6,2014-5,3,Tuesday,False,31,0,0,0,4,5,9,0,2,5,24,5,24,5,0,0,0,0,0,1,2,20,F,F
126,2014-05-07,2014,2,5,Toukokuu,19,19,7,2014-5,4,Wednesday,False,31,0,0,0,4,5,9,0,2,5,24,5,24,5,0,0,0,0,0,1,2,20,F,F
127,2014-05-08,2014,2,5,Toukokuu,19,19,8,2014-5,5,Thursday,False,31,0,0,0,4,5,9,0,2,5,24,5,24,5,0,0,0,0,0,1,2,20,F,F
128,2014-05-09,2014,2,5,Toukokuu,19,19,9,2014-5,6,Friday,False,31,0,0,0,4,5,9,0,2,5,24,5,24,5,0,0,0,0,0,1,2,20,F,F
129,2014-05-10,2014,2,5,Toukokuu,19,19,10,2014-5,7,Saturday,False,31,0,0,0,4,5,9,0,2,5,24,5,24,5,0,0,0,0,0,0,2,20,F,F
130,2014-05-11,2014,2,5,Toukokuu,19,19,11,2014-5,1,Sunday,False,31,0,0,0,4,5,9,0,2,5,24,5,24,5,0,0,0,0,0,0,2,20,F,F
131,2014-05-12,2014,2,5,Toukokuu,20,20,12,2014-5,2,Monday,False,31,0,0,0,4,5,9,0,2,5,24,5,24,5,0,0,0,0,0,1,2,20,F,F
132,2014-05-13,2014,2,5,Toukokuu,20,20,13,2014-5,3,Tuesday,False,31,0,0,0,4,5,9,0,2,5,24,5,24,5,0,0,0,0,0,1,2,20,F,F
133,2014-05-14,2014,2,5,Toukokuu,20,20,14,2014-5,4,Wednesday,False,31,0,0,0,4,5,9,0,2,5,24,5,24,5,0,0,0,0,0,1,2,20,F,F
134,2014-05-15,2014,2,5,Toukokuu,20,20,15,2014-5,5,Thursday,False,31,0,0,0,4,5,9,0,2,5,24,5,24,5,0,0,0,0,0,1,2,20,F,F
135,2014-05-16,2014,2,5,Toukokuu,20,20,16,2014-5,6,Friday,False,31,0,0,0,4,5,9,0,2,5,24,5,24,5,0,0,0,0,0,1,2,20,F,F
136,2014-05-17,2014,2,5,Toukokuu,20,20,17,2014-5,7,Saturday,False,31,0,0,0,4,5,9,0,2,5,24,5,24,5,0,0,0,0,0,0,2,20,F,F
137,2014-05-18,2014,2,5,Toukokuu,20,20,18,2014-5,1,Sunday,False,31,0,0,0,4,5,9,0,2,5,24,5,24,5,0,0,0,0,0,0,2,20,F,F
138,2014-05-19,2014,2,5,Toukokuu,21,21,19,2014-5,2,Monday,False,31,0,0,0,4,5,9,0,2,5,24,5,24,5,0,0,0,0,0,1,2,20,F,F
139,2014-05-20,2014,2,5,Toukokuu,21,21,20,2014-5,3,Tuesday,False,31,0,0,0,4,5,9,0,2,5,24,5,24,5,0,0,0,0,0,1,2,20,F,F
140,2014-05-21,2014,2,5,Toukokuu,21,21,21,2014-5,4,Wednesday,False,31,0,0,0,4,5,9,0,2,5,24,5,24,5,0,0,0,0,0,1,2,20,F,F
141,2014-05-22,2014,2,5,Toukokuu,21,21,22,2014-5,5,Thursday,False,31,0,0,0,4,5,9,0,2,5,24,5,24,5,0,0,0,0,0,1,2,20,F,F
142,2014-05-23,2014,2,5,Toukokuu,21,21,23,2014-5,6,Friday,False,31,0,0,0,4,5,9,0,2,5,24,5,24,5,0,0,0,0,0,1,2,20,F,F
143,2014-05-24,2014,2,5,Toukokuu,21,21,24,2014-5,7,Saturday,False,31,0,0,0,4,5,9,0,2,5,24,5,24,5,0,0,0,0,0,0,2,20,F,F
144,2014-05-25,2014,2,5,Toukokuu,21,21,25,2014-5,1,Sunday,False,31,0,0,0,4,5,9,0,2,5,24,5,24,5,0,0,0,0,0,0,2,20,F,F
145,2014-05-26,2014,2,5,Toukokuu,22,22,26,2014-5,2,Monday,False,31,0,0,0,4,5,9,0,2,5,24,5,24,5,0,0,0,0,0,1,2,20,F,F
146,2014-05-27,2014,2,5,Toukokuu,22,22,27,2014-5,3,Tuesday,False,31,0,0,0,4,5,9,0,2,5,24,5,24,5,0,0,0,0,0,1,2,20,F,F
147,2014-05-28,2014,2,5,Toukokuu,22,22,28,2014-5,4,Wednesday,False,31,0,0,0,4,5,9,0,2,5,24,5,24,5,0,0,0,0,0,1,2,20,F,F
148,2014-05-29,2014,2,5,Toukokuu,22,22,29,2014-5,5,Thursday,False,31,0,0,0,4,5,9,0,2,5,24,5,24,5,0,0,0,1,1,0,2,20,F,F
149,2014-05-30,2014,2,5,Toukokuu,22,22,30,2014-5,6,Friday,False,31,0,0,0,4,5,9,0,2,5,24,5,24,5,0,0,0,0,0,1,2,20,F,F
150,2014-05-31,2014,2,5,Toukokuu,22,22,31,2014-5,7,Saturday,False,31,0,0,0,4,5,9,0,2,5,24,5,24,5,0,0,0,0,0,0,2,20,F,T
