,date,year,quarter,month,month_name_fi,week,iso_week,day,year_month,weekday,weekday_name,karkausvuosi,no_days_month,fixed_nat_holidays_fin,midsummer_eve,midsummer,sundays_in_month,sat_in_month,weekend_days_in_month,a,b,c,d,e,f,g,easter_day,good_friday,second_e_day,ascension_day,arkipyha,arkipaiva,bankholidays_in_month,workdays_month,first_day_month,last_day_month
841,2016-04-21,2016,2,4,Huhtikuu,17,16,21,2016-4,5,Thursday,True,30,0,0,0,4,5,9,2,0,0,2,3,24,5,0,0,0,0,0,1,0,21,F,F
842,2016-04-22,2016,2,4,Huhtikuu,17,16,22,2016-4,6,Friday,True,30,0,0,0,4,5,9,2,0,0,2,3,24,5,0,0,0,0,0,1,0,21,F,F
843,2016-04-23,2016,2,4,Huhtikuu,17,16,23,2016-4,7,Saturday,True,30,0,0,0,4,5,9,2,0,0,2,3,24,5,0,0,0,0,0,0,0,21,F,F
844,2016-04-24,2016,2,4,Huhtikuu,17,16,24,2016-4,1,Sunday,True,30,0,0,0,4,5,9,2,0,0,2,3,24,5,0,0,0,0,0,0,0,21,F,F
845,2016-04-25,2016,2,4,Huhtikuu,18,17,25,2016-4,2,Monday,True,30,0,0,0,4,5,9,2,0,0,2,3,24,5,0,0,0,0,0,1,0,21,F,F
846,2016-04-26,2016,2,4,Huhtikuu,18,17,26,2016-4,3,Tuesday,True,30,0,0,0,4,5,9,2,0,0,2,3,24,5,0,0,0,0,0,1,0,21,F,F
847,2016-04-27,2016,2,4,Huhtikuu,18,17,27,2016-4,4,Wednesday,True,30,0,0,0,4,5,9,2,0,0,2,3,24,5,0,0,0,0,0,1,0,21,F,F
848,2016-04-28,2016,2,4,Huhtikuu,18,17,28,2016-4,5,Thursday,True,30,0,0,0,4,5,9,2,0,0,2,3,24,5,0,0,0,0,0,1,0,21,F,F
849,2016-04-29,2016,2,4,Huhtikuu,18,17,29,2016-4,6,Friday,True,30,0,0,0,4,5,9,2,0,0,2,3,24,5,0,0,0,0,0,1,0,21,F,F
850,2016-04-30,2016,2,4,Huhtikuu,18,17,30,2016-4,7,Saturday,True,30,0,0,0,4,5,9,2,0,0,2,3,24,5,0,0,0,0,0,0,0,21,F,T
851,2016-05-01,2016,2,5,Toukokuu,18,17,1,2016-5,1,Sunday,True,31,0,0,0,5,4,9,2,0,0,2,3,24,5,0,0,0,0,0,0,1,21,T,F
852,2016-05-02,2016,2,5,Toukokuu,19,18,2,2016-5,2,Monday,True,31,0,0,0,5,4,9,2,0,0,2,3,24,5,0,0,0,0,0,1,1,21,F,F
853,2016-05-03,2016,2,5,Toukokuu,19,18,3,2016-5,3,Tuesday,True,31,0,0,0,5,4,9,2,0,0,2,3,24,5,0,0,0,0,0,1,1,21,F,F
854,2016-05-04,2016,2,5,Toukokuu,19,18,4,2016-5,4,Wednesday,True,31,0,0,0,5,4,9,2,0,0,2,3,24,5,0,0,0,0,0,1,1,21,F,F
855,2016-05-05,2016,2,5,Toukokuu,19,18,5,2016-5,5,Thursday,True,31,0,0,0,5,4,9,2,0,0,2,3,24,5,0,0,0,1,1,0,1,21,F,F
856,2016-05-06,2016,2,5,Toukokuu,19,18,6,2016-5,6,Friday,True,31,0,0,0,5,4,9,2,0,0,2,3,24,5,0,0,0,0,0,1,1,21,F,F
857,2016-05-07,2016,2,5,Toukokuu,19,18,7,2016-5,7,Saturday,True,31,0,0,0,5,4,9,2,0,0,2,3,24,5,0,0,0,0,0,0,1,21,F,F
858,2016-05-08,2016,2,5,Toukokuu,19,18,8,2016-5,1,Sunday,True,31,0,0,0,5,4,9,2,0,0,2,3,24,5,0,0,0,0,0,0,1,21,F,F
859,2016-05-09,2016,2,5,Toukokuu,20,19,9,2016-5,2,Monday,True,31,0,0,0,5,4,9,2,0,0,2,3,24,5,0,0,0,0,0,1,1,21,F,F
860,2016-05-10,2016,2,5,Toukokuu,20,19,10,2016-5,3,Tuesday,True,31,0,0,0,5,4,9,2,0,0,2,3,24,5,0,0,0,0,0,1,1,21,F,F
861,2016-05-11,2016,2,5,Toukokuu,20,19,11,2016-5,4,Wednesday,True,31,0,0,0,5,4,9,2,0,0,2,3,24,5,0,0,0,0,0,1,1,21,F,F
862,2016-05-12,2016,2,5,Toukokuu,20,19,12,2016-5,5,Thursday,True,31,0,0,0,5,4,9,2,0,0,2,3,24,5,0,0,0,0,0,1,1,21,F,F
863,2016-05-13,2016,2,5,Toukokuu,20,19,13,2016-5,6,Friday,True,31,0,0,0,5,4,9,2,0,0,2,3,24,5,0,0,0,0,0,1,1,21,F,F
864,2016-05-14,2016,2,5,Toukokuu,20,19,14,2016-5,7,Saturday,True,31,0,0,0,5,4,9,2,0,0,2,3,24,5,0,0,0,0,0,0,1,21,F,F
865,2016-05-15,2016,2,5,Toukokuu,20,19,15,2016-5,1,Sunday,True,31,0,0,0,5,4,9,2,0,0,2,3,24,5,0,0,0,0,0,0,1,21,F,F
866,2016-05-16,2016,2,5,Toukokuu,21,20,16,2016-5,2,Monday,True,31,0,0,0,5,4,9,2,0,0,2,3,24,5,0,0,0,0,0,1,1,21,F,F
867,2016-05-17,2016,2,5,Toukokuu,21,20,17,2016-5,3,Tuesday,True,31,0,0,0,5,4,9,2,0,0,2,3,24,5,0,0,0,0,0,1,1,21,F,F
868,2016-05-18,2016,2,5,Toukokuu,21,20,18,2016-5,4,Wednesday,True,31,0,0,0,5,4,9,2,0,0,2,3,24,5,0,0,0,0,0,1,1,21,F,F
869,2016-05-19,2016,2,5,Toukokuu,21,20,19,2016-5,5,Thursday,True,31,0,0,0,5,4,9,2,0,0,2,3,24,5,0,0,0,0,0,1,1,21,F,F
870,2016-05-20,2016,2,5,Toukokuu,21,20,20,2016-5,6,Friday,True,31,0,0,0,5,4,9,2,0,0,2,3,24,5,0,0,0,0,0,1,1,21,F,F
871,2016-05-21,2016,2,5,Toukokuu,21,20,21,2016-5,7,Saturday,True,31,0,0,0,5,4,9,2,0,0,2,3,24,5,0,0,0,0,0,0,1,21,F,F
872,2016-05-22,2016,2,5,Toukokuu,21,20,22,2016-5,1,Sunday,True,31,0,0,0,5,4,9,2,0,0,2,3,24,5,0,0,0,0,0,0,1,21,F,F
873,2016-05-23,2016,2,5,Toukokuu,22,21,23,2016-5,2,Monday,True,31,0,0,0,5,4,9,2,0,0,2,3,24,5,0,0,0,0,0,1,1,21,F,F
874,2016-05-24,2016,2,5,Toukokuu,22,21,24,2016-5,3,Tuesday,True,31,0,0,0,5,4,9,2,0,0,2,3,24,5,0,0,0,0,0,1,1,21,F,F
875,2016-05-25,2016,2,5,Toukokuu,22,21,25,2016-5,4,Wednesday,True,31,0,0,0,5,4,9,2,0,0,2,3,24,5,0,0,0,0,0,1,1,21,F,F
876,2016-05-26,2016,2,5,Toukokuu,22,21,26,2016-5,5,Thursday,True,31,0,0,0,5,4,9,2,0,0,2,3,24,5,0,0,0,0,0,1,1,21,F,F
877,2016-05-27,2016,2,5,Toukokuu,22,21,27,2016-5,6,Friday,True,31,0,0,0,5,4,9,2,0,0,2,3,24,5,0,0,0,0,0,1,1,21,F,F
878,2016-05-28,2016,2,5,Toukokuu,22,21,28,2016-5,7,Saturday,True,31,0,0,0,5,4,9,2,0,0,2,3,24,5,0,0,0,0,0,0,1,21,F,F
879,2016-05-29,2016,2,5,Toukokuu,22,21,29,2016-5,1,Sunday,True,31,0,0,0,5,4,9,2,0,0,2,3,24,5,0,0,0,0,0,0,1,21,F,F
880,2016-05-30,2016,2,5,Toukokuu,23,22,30,2016-5,2,Monday,True,31,0,0,0,5,4,9,2,0,0,2,3,24,5,0,0,0,0,0,1,1,21,F,F
881,2016-05-31,2016,2,5,Toukokuu,23,22,31,2016-5,3,Tuesday,True,31,0,0,0,5,4,9,2,0,0,2,3,24,5,0,0,0,0,0,1,1,21,F,T
882,2016-06-01,2016,2,6,Kesäkuu,23,22,1,2016-6,4,Wednesday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,2,21,T,F
883,2016-06-02,2016,2,6,Kesäkuu,23,22,2,2016-6,5,Thursday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,2,21,F,F
884,2016-06-03,2016,2,6,Kesäkuu,23,22,3,2016-6,6,Friday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,2,21,F,F
885,2016-06-04,2016,2,6,Kesäkuu,23,22,4,2016-6,7,Saturday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,0,2,21,F,F
886,2016-06-05,2016,2,6,Kesäkuu,23,22,5,2016-6,1,Sunday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,0,2,21,F,F
887,2016-06-06,2016,2,6,Kesäkuu,24,23,6,2016-6,2,Monday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,2,21,F,F
888,2016-06-07,2016,2,6,Kesäkuu,24,23,7,2016-6,3,Tuesday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,2,21,F,F
889,2016-06-08,2016,2,6,Kesäkuu,24,23,8,2016-6,4,Wednesday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,2,21,F,F
890,2016-06-09,2016,2,6,Kesäkuu,24,23,9,2016-6,5,Thursday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,2,21,F,F
891,2016-06-10,2016,2,6,Kesäkuu,24,23,10,2016-6,6,Friday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,2,21,F,F
892,2016-06-11,2016,2,6,Kesäkuu,24,23,11,2016-6,7,Saturday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,0,2,21,F,F
893,2016-06-12,2016,2,6,Kesäkuu,24,23,12,2016-6,1,Sunday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,0,2,21,F,F
894,2016-06-13,2016,2,6,Kesäkuu,25,24,13,2016-6,2,Monday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,2,21,F,F
895,2016-06-14,2016,2,6,Kesäkuu,25,24,14,2016-6,3,Tuesday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,2,21,F,F
896,2016-06-15,2016,2,6,Kesäkuu,25,24,15,2016-6,4,Wednesday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,2,21,F,F
897,2016-06-16,2016,2,6,Kesäkuu,25,24,16,2016-6,5,Thursday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,2,21,F,F
898,2016-06-17,2016,2,6,Kesäkuu,25,24,17,2016-6,6,Friday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,2,21,F,F
899,2016-06-18,2016,2,6,Kesäkuu,25,24,18,2016-6,7,Saturday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,0,2,21,F,F
900,2016-06-19,2016,2,6,Kesäkuu,25,24,19,2016-6,1,Sunday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,0,2,21,F,F
901,2016-06-20,2016,2,6,Kesäkuu,26,25,20,2016-6,2,Monday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,2,21,F,F
902,2016-06-21,2016,2,6,Kesäkuu,26,25,21,2016-6,3,Tuesday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,2,21,F,F
903,2016-06-22,2016,2,6,Kesäkuu,26,25,22,2016-6,4,Wednesday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,2,21,F,F
904,2016-06-23,2016,2,6,Kesäkuu,26,25,23,2016-6,5,Thursday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,2,21,F,F
905,2016-06-24,2016,2,6,Kesäkuu,26,25,24,2016-6,6,Friday,True,30,0,1,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,1,0,2,21,F,F
906,2016-06-25,2016,2,6,Kesäkuu,26,25,25,2016-6,7,Saturday,True,30,0,0,1,4,4,8,2,0,0,2,3,24,5,0,0,0,0,1,0,2,21,F,F
907,2016-06-26,2016,2,6,Kesäkuu,26,25,26,2016-6,1,Sunday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,0,2,21,F,F
908,2016-06-27,2016,2,6,Kesäkuu,27,26,27,2016-6,2,Monday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,2,21,F,F
909,2016-06-28,2016,2,6,Kesäkuu,27,26,28,2016-6,3,Tuesday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,2,21,F,F
910,2016-06-29,2016,2,6,Kesäkuu,27,26,29,2016-6,4,Wednesday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,2,21,F,F
911,2016-06-30,2016,2,6,Kesäkuu,27,26,30,2016-6,5,Thursday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,2,21,F,T
912,2016-07-01,2016,3,7,Heinäkuu,27,26,1,2016-7,6,Friday,True,31,0,0,0,5,5,10,2,0,0,2,3,24,5,0,0,0,0,0,1,0,21,T,F
913,2016-07-02,2016,3,7,Heinäkuu,27,26,2,2016-7,7,Saturday,True,31,0,0,0,5,5,10,2,0,0,2,3,24,5,0,0,0,0,0,0,0,21,F,F
914,2016-07-03,2016,3,7,Heinäkuu,27,26,3,2016-7,1,Sunday,True,31,0,0,0,5,5,10,2,0,0,2,3,24,5,0,0,0,0,0,0,0,21,F,F
915,2016-07-04,2016,3,7,Heinäkuu,28,27,4,2016-7,2,Monday,True,31,0,0,0,5,5,10,2,0,0,2,3,24,5,0,0,0,0,0,1,0,21,F,F
916,2016-07-05,2016,3,7,Heinäkuu,28,27,5,2016-7,3,Tuesday,True,31,0,0,0,5,5,10,2,0,0,2,3,24,5,0,0,0,0,0,1,0,21,F,F
917,2016-07-06,2016,3,7,Heinäkuu,28,27,6,2016-7,4,Wednesday,True,31,0,0,0,5,5,10,2,0,0,2,3,24,5,0,0,0,0,0,1,0,21,F,F
918,2016-07-07,2016,3,7,Heinäkuu,28,27,7,2016-7,5,Thursday,True,31,0,0,0,5,5,10,2,0,0,2,3,24,5,0,0,0,0,0,1,0,21,F,F
919,2016-07-08,2016,3,7,Heinäkuu,28,27,8,2016-7,6,Friday,True,31,0,0,0,5,5,10,2,0,0,2,3,24,5,0,0,0,0,0,1,0,21,F,F
920,2016-07-09,2016,3,7,Heinäkuu,28,27,9,2016-7,7,Saturday,True,31,0,0,0,5,5,10,2,0,0,2,3,24,5,0,0,0,0,0,0,0,21,F,F
921,2016-07-10,2016,3,7,Heinäkuu,28,27,10,2016-7,1,Sunday,True,31,0,0,0,5,5,10,2,0,0,2,3,24,5,0,0,0,0,0,0,0,21,F,F
922,2016-07-11,2016,3,7,Heinäkuu,29,28,11,2016-7,2,Monday,True,31,0,0,0,5,5,10,2,0,0,2,3,24,5,0,0,0,0,0,1,0,21,F,F
923,2016-07-12,2016,3,7,Heinäkuu,29,28,12,2016-7,3,Tuesday,True,31,0,0,0,5,5,10,2,0,0,2,3,24,5,0,0,0,0,0,1,0,21,F,F
924,2016-07-13,2016,3,7,Heinäkuu,29,28,13,2016-7,4,Wednesday,True,31,0,0,0,5,5,10,2,0,0,2,3,24,5,0,0,0,0,0,1,0,21,F,F
925,2016-07-14,2016,3,7,Heinäkuu,29,28,14,2016-7,5,Thursday,True,31,0,0,0,5,5,10,2,0,0,2,3,24,5,0,0,0,0,0,1,0,21,F,F
926,2016-07-15,2016,3,7,Heinäkuu,29,28,15,2016-7,6,Friday,True,31,0,0,0,5,5,10,2,0,0,2,3,24,5,0,0,0,0,0,1,0,21,F,F
927,2016-07-16,2016,3,7,Heinäkuu,29,28,16,2016-7,7,Saturday,True,31,0,0,0,5,5,10,2,0,0,2,3,24,5,0,0,0,0,0,0,0,21,F,F
928,2016-07-17,2016,3,7,Heinäkuu,29,28,17,2016-7,1,Sunday,True,31,0,0,0,5,5,10,2,0,0,2,3,24,5,0,0,0,0,0,0,0,21,F,F
929,2016-07-18,2016,3,7,Heinäkuu,30,29,18,2016-7,2,Monday,True,31,0,0,0,5,5,10,2,0,0,2,3,24,5,0,0,0,0,0,1,0,21,F,F
930,2016-07-19,2016,3,7,Heinäkuu,30,29,19,2016-7,3,Tuesday,True,31,0,0,0,5,5,10,2,0,0,2,3,24,5,0,0,0,0,0,1,0,21,F,F
931,2016-07-20,2016,3,7,Heinäkuu,30,29,20,2016-7,4,Wednesday,True,31,0,0,0,5,5,10,2,0,0,2,3,24,5,0,0,0,0,0,1,0,21,F,F
932,2016-07-21,2016,3,7,Heinäkuu,30,29,21,2016-7,5,Thursday,True,31,0,0,0,5,5,10,2,0,0,2,3,24,5,0,0,0,0,0,1,0,21,F,F
933,2016-07-22,2016,3,7,Heinäkuu,30,29,22,2016-7,6,Friday,True,31,0,0,0,5,5,10,2,0,0,2,3,24,5,0,0,0,0,0,1,0,21,F,F
934,2016-07-23,2016,3,7,Heinäkuu,30,29,23,2016-7,7,Saturday,True,31,0,0,0,5,5,10,2,0,0,2,3,24,5,0,0,0,0,0,0,0,21,F,F
935,2016-07-24,2016,3,7,Heinäkuu,30,29,24,2016-7,1,Sunday,True,31,0,0,0,5,5,10,2,0,0,2,3,24,5,0,0,0,0,0,0,0,21,F,F
936,2016-07-25,2016,3,7,Heinäkuu,31,30,25,2016-7,2,Monday,True,31,0,0,0,5,5,10,2,0,0,2,3,24,5,0,0,0,0,0,1,0,21,F,F
937,2016-07-26,2016,3,7,Heinäkuu,31,30,26,2016-7,3,Tuesday,True,31,0,0,0,5,5,10,2,0,0,2,3,24,5,0,0,0,0,0,1,0,21,F,F
938,2016-07-27,2016,3,7,Heinäkuu,31,30,27,2016-7,4,Wednesday,True,31,0,0,0,5,5,10,2,0,0,2,3,24,5,0,0,0,0,0,1,0,21,F,F
939,2016-07-28,2016,3,7,Heinäkuu,31,30,28,2016-7,5,Thursday,True,31,0,0,0,5,5,10,2,0,0,2,3,24,5,0,0,0,0,0,1,0,21,F,F
940,2016-07-29,2016,3,7,Heinäkuu,31,30,29,2016-7,6,Friday,True,31,0,0,0,5,5,10,2,0,0,2,3,24,5,0,0,0,0,0,1,0,21,F,F
941,2016-07-30,2016,3,7,Heinäkuu,31,30,30,2016-7,7,Saturday,True,31,0,0,0,5,5,10,2,0,0,2,3,24,5,0,0,0,0,0,0,0,21,F,F
942,2016-07-31,2016,3,7,Heinäkuu,31,30,31,2016-7,1,Sunday,True,31,0,0,0,5,5,10,2,0,0,2,3,24,5,0,0,0,0,0,0,0,21,F,T
943,2016-08-01,2016,3,8,Elokuu,32,31,1,2016-8,2,Monday,True,31,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,23,T,F
944,2016-08-02,2016,3,8,Elokuu,32,31,2,2016-8,3,Tuesday,True,31,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,23,F,F
945,2016-08-03,2016,3,8,Elokuu,32,31,3,2016-8,4,Wednesday,True,31,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,23,F,F
946,2016-08-04,2016,3,8,Elokuu,32,31,4,2016-8,5,Thursday,True,31,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,23,F,F
947,2016-08-05,2016,3,8,Elokuu,32,31,5,2016-8,6,Friday,True,31,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,23,F,F
948,2016-08-06,2016,3,8,Elokuu,32,31,6,2016-8,7,Saturday,True,31,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,0,0,23,F,F
949,2016-08-07,2016,3,8,Elokuu,32,31,7,2016-8,1,Sunday,True,31,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,0,0,23,F,F
950,2016-08-08,2016,3,8,Elokuu,33,32,8,2016-8,2,Monday,True,31,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,23,F,F
951,2016-08-09,2016,3,8,Elokuu,33,32,9,2016-8,3,Tuesday,True,31,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,23,F,F
952,2016-08-10,2016,3,8,Elokuu,33,32,10,2016-8,4,Wednesday,True,31,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,23,F,F
953,2016-08-11,2016,3,8,Elokuu,33,32,11,2016-8,5,Thursday,True,31,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,23,F,F
954,2016-08-12,2016,3,8,Elokuu,33,32,12,2016-8,6,Friday,True,31,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,23,F,F
955,2016-08-13,2016,3,8,Elokuu,33,32,13,2016-8,7,Saturday,True,31,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,0,0,23,F,F
956,2016-08-14,2016,3,8,Elokuu,33,32,14,2016-8,1,Sunday,True,31,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,0,0,23,F,F
957,2016-08-15,2016,3,8,Elokuu,34,33,15,2016-8,2,Monday,True,31,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,23,F,F
958,2016-08-16,2016,3,8,Elokuu,34,33,16,2016-8,3,Tuesday,True,31,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,23,F,F
959,2016-08-17,2016,3,8,Elokuu,34,33,17,2016-8,4,Wednesday,True,31,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,23,F,F
960,2016-08-18,2016,3,8,Elokuu,34,33,18,2016-8,5,Thursday,True,31,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,23,F,F
961,2016-08-19,2016,3,8,Elokuu,34,33,19,2016-8,6,Friday,True,31,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,23,F,F
962,2016-08-20,2016,3,8,Elokuu,34,33,20,2016-8,7,Saturday,True,31,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,0,0,23,F,F
963,2016-08-21,2016,3,8,Elokuu,34,33,21,2016-8,1,Sunday,True,31,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,0,0,23,F,F
964,2016-08-22,2016,3,8,Elokuu,35,34,22,2016-8,2,Monday,True,31,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,23,F,F
965,2016-08-23,2016,3,8,Elokuu,35,34,23,2016-8,3,Tuesday,True,31,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,23,F,F
966,2016-08-24,2016,3,8,Elokuu,35,34,24,2016-8,4,Wednesday,True,31,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,23,F,F
967,2016-08-25,2016,3,8,Elokuu,35,34,25,2016-8,5,Thursday,True,31,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,23,F,F
968,2016-08-26,2016,3,8,Elokuu,35,34,26,2016-8,6,Friday,True,31,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,23,F,F
969,2016-08-27,2016,3,8,Elokuu,35,34,27,2016-8,7,Saturday,True,31,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,0,0,23,F,F
970,2016-08-28,2016,3,8,Elokuu,35,34,28,2016-8,1,Sunday,True,31,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,0,0,23,F,F
971,2016-08-29,2016,3,8,Elokuu,36,35,29,2016-8,2,Monday,True,31,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,23,F,F
972,2016-08-30,2016,3,8,Elokuu,36,35,30,2016-8,3,Tuesday,True,31,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,23,F,F
973,2016-08-31,2016,3,8,Elokuu,36,35,31,2016-8,4,Wednesday,True,31,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,23,F,T
974,2016-09-01,2016,3,9,Syyskuu,36,35,1,2016-9,5,Thursday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,22,T,F
975,2016-09-02,2016,3,9,Syyskuu,36,35,2,2016-9,6,Friday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,22,F,F
976,2016-09-03,2016,3,9,Syyskuu,36,35,3,2016-9,7,Saturday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,0,0,22,F,F
977,2016-09-04,2016,3,9,Syyskuu,36,35,4,2016-9,1,Sunday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,0,0,22,F,F
978,2016-09-05,2016,3,9,Syyskuu,37,36,5,2016-9,2,Monday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,22,F,F
979,2016-09-06,2016,3,9,Syyskuu,37,36,6,2016-9,3,Tuesday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,22,F,F
980,2016-09-07,2016,3,9,Syyskuu,37,36,7,2016-9,4,Wednesday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,22,F,F
981,2016-09-08,2016,3,9,Syyskuu,37,36,8,2016-9,5,Thursday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,22,F,F
982,2016-09-09,2016,3,9,Syyskuu,37,36,9,2016-9,6,Friday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,22,F,F
983,2016-09-10,2016,3,9,Syyskuu,37,36,10,2016-9,7,Saturday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,0,0,22,F,F
984,2016-09-11,2016,3,9,Syyskuu,37,36,11,2016-9,1,Sunday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,0,0,22,F,F
985,2016-09-12,2016,3,9,Syyskuu,38,37,12,2016-9,2,Monday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,22,F,F
986,2016-09-13,2016,3,9,Syyskuu,38,37,13,2016-9,3,Tuesday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,22,F,F
987,2016-09-14,2016,3,9,Syyskuu,38,37,14,2016-9,4,Wednesday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,22,F,F
988,2016-09-15,2016,3,9,Syyskuu,38,37,15,2016-9,5,Thursday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,22,F,F
989,2016-09-16,2016,3,9,Syyskuu,38,37,16,2016-9,6,Friday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,1,0,22,F,F
990,2016-09-17,2016,3,9,Syyskuu,38,37,17,2016-9,7,Saturday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,0,0,22,F,F
991,2016-09-18,2016,3,9,Syyskuu,38,37,18,2016-9,1,Sunday,True,30,0,0,0,4,4,8,2,0,0,2,3,24,5,0,0,0,0,0,0,0,22,F,F
